여행,동리단길카페거리,"거리,골목",주 동구 동명동 292,"우편번호
501070복",광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fmoment-phinf.pstatic.net%2FMjAyMjA2MThfMjk1%2FMDAxNjU1NTIwMDA4MTc4.vTZzHY7hU3ulmE7cO2BdDMfAg63BG2_5DTA7_nfuC-8g.th9Yd79WkRYcB44jDefIJBlYGkYWrhgOqyvknxuS93kg.JPEG%2F42A6522F-2E32-4B20-BEC1-C9BA2FDCDB10.jpg
여행,증심사,"절,사찰",광주 동구 증심사길 177,운림동 56복,광주광역시,['http://www.jeungsimsa.org/'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161230_86%2F1483071091773LO36a_JPEG%2F177180534150880_1.jpeg
여행,국립아시아문화전당어린이문화원,부속시설,주 동구 광산동 113,"우편번호
61485복",광주광역시,[],
여행,포충사,"문화,유적",광주 남구 포충로 767 포충사,원산동 947-4복,광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzEwMTNfMjc3%2FMDAxNjk3MjAxMzk0NTc4.6HnVS-94zPiVXdnrYhtwE5Vg3FQJIaStaJnduSN9bswg.3QnT_2drJzt5XkL2H4O4YRX44A_bTYg9legJP993Ql0g.JPEG%2FIMG_20231013_162336_199.jpg.jpg
여행,광주시립미술관 하정웅미술관,미술관,광주 서구 상무대로 1165,농성동 311-1복,광주광역시,['http://artmuse.gwangju.go.kr/?site=hajungwoong'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fmoment-phinf.pstatic.net%2FMjAyMzAyMDhfMTcy%2FMDAxNjc1ODYzNzEzODA2.fOLeztV2Omi-h28IFxl78OeBhpGZ5b7zsOGvD9HI8Rkg.9NlP_72L6r9WlC_AGlaPBhQ878ufaLNaKvzpWfDbkHAg.JPEG%2F71A4DF94-CBC2-4AF0-9A53-17ACA29FDCE8.jpg
여행,광주시립미술관,미술관,광주 북구 하서로 52,운암동 산42-3복,광주광역시,['artmuse.gwangju.go.kr'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230908_216%2F1694138852649KszC5_JPEG%2F%25C0%25CE%25BD%25BA%25C5%25B8.jpg
여행,수완호수공원,근린공원,광주 광산구 장신로82번길 57,장덕동 1681복,광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20231020_151%2F1697778974491MQcLy_JPEG%2Fc9b4fe17-6f07-11ee-ba0a-48df379cc9e4_03.jpg
여행,국립아시아문화전당,문화체육관광부,광주 동구 문화전당로 38,광산동 13복,광주광역시,['www.acc.go.kr'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151215_167%2F1450154478839gckS9_JPEG%2F167165537137700_0.jpeg
여행,전통문화관,전시관,광주 동구 의재로 222,운림동 323복,광주광역시,['http://www.gtcc.or.kr/'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200429_257%2F1588133119988CloA7_JPEG%2FmquibpDFkzhrved7gRVmcusp.jpeg.jpg
여행,광주백범기념관,"기념관,생가",광주 동구 천변우로 599 광주백범기념관,학동 1013복,광주광역시,['http://www.gjkimkoo.or.kr/'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160530_237%2F1464580785669tbM92_JPEG%2F176472503128905_0.jpeg
여행,광주학생독립운동기념관,"기념관,생가",광주 서구 학생독립로 30,화정동 512복,광주광역시,['http://gsim.gen.go.kr/'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzExMDJfMTc1%2FMDAxNjk4OTA5NzMwMTMz.1SKb0iki2dsdX8a6qS4Ohxv4LGEDZAAlMZIYvINrmrog.WKWKXo8-PgvHB8ye7O7oZc496Xyu8fjpjCowrB1zln4g.JPEG.mpvalove%2F%25B3%25AA%25C1%25D6%25B1%25E2%25B3%25E4%25B0%25FC_%25C7%25F6%25C3%25E6.jpg
여행,산동교친수공원,근린공원,주 북구 동림동 130-15,"우편번호
500802복",광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20230815_90%2F1692092264204VmNfq_JPEG%2F619454b6-3b4f-11ee-8ba9-d4f5ef5906a4_03.jpg
여행,푸른길공원,근린공원,주 동구 계림동 730,"우편번호
501080복",광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fmoment-phinf.pstatic.net%2FMjAyMzA1MzBfMTYz%2FMDAxNjg1NDQwMTAyNTQ0.516i9rRmSy8IeFMgpLNBSBLixsKFozjE2D-yhlYtB9Ug.EOpUwlo_Jc2XseU_G52XLV935xTBy9L3srWjvQkyAHgg.JPEG%2F28273851-79d9-47aa-9613-9e4978b6d6b4.jpg
여행,40계단거리,"거리,골목",,부산 중구 중앙동4가복,부산광역시 중구,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA5MjhfMjM3%2FMDAxNjk1ODYyNjU5Mzkw.6dK2DoJwZZQJyIegj7drCvVe97d4Hi1la6M2DwS_K3sg.Gz2pE0TK9ZqqaLP61A0AqP6gzG04HD1RjxcW5iU7p2Qg.JPEG%2F20230927_175109.jpg
여행,스타벅스 BIFF광장점,카페,부산 중구 비프광장로 25,남포동3가 1-3복,부산광역시 중구,['http://www.starbucks.co.kr/'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
여행,영도대교,도로시설,,부산 중구 중앙동7가복,부산광역시 중구,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190727_75%2F1564230077248OMYbP_JPEG%2FhiXArZMPgZ8EVh8HjukgVXOG.jpg
여행,보수동책방골목,문화거리,부산 중구 대청로 67-1,보수동1가 151-1복,부산광역시 중구,['http://www.bosubook.com/'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_100%2F1441029309203sUP0t_JPEG%2F116351518644201_0.jpg
여행,용두산공원,근린공원,부산 중구 용두산길 37-55,광복동2가 1-2복,부산광역시 중구,['http://bisco.or.kr/yongdusanpark'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_94%2F1441007215058pjYya_JPEG%2F107074546925013_0.jpg
여행,동구릉,세계문화유산,경기 구리시 동구릉로 197,인창동 66-1복,경기도 구리시,['http://royaltombs.cha.go.kr/html/HtmlPage.do?pg=/new/html/portal_01_01_01.jsp&mn=RT_01_01'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_109%2F1441006869529UUjdV_JPEG%2F116167537375938_0.jpg
여행,보문관광단지,"관람,체험",,경북 경주시 신평동복,경상북도 경주시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_32%2F1441045711989yehWw_JPEG%2F13491979_0.jpg
여행,남당항,지역명소,,충남 홍성군 서부면 남당리복,충청남도 홍성군,['http://sm.mf24.net/37'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_250%2F1441045554283hJHK3_JPEG%2F13491001_0.jpg
여행,순천만국가정원,"도시,테마공원",전남 순천시 국가정원1호길 47,오천동 600복,전라남도 순천시,['scbay.suncheon.go.kr'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200320_222%2F1584663579458AwyvW_JPEG%2Fc066ym10drymk1c.jpg
여행,순천만습지,"자연,생태공원",전남 순천시 순천만길 513-25,대대동 162-2복,전라남도 순천시,['https://scbay.suncheon.go.kr/wetland'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_220%2F1441015420879fvyc4_JPEG%2F106472573232754_0.jpg
여행,순천 낙안읍성,문화재,남 순천시 낙안면 평촌리 6-4,"우편번호
540911복",전라남도 순천시,['http://nagan.suncheon.go.kr/'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211115_224%2F16369393512576zBtw_JPEG%2FP1000300-1.JPG
여행,순천드라마촬영장,촬영장소,전남 순천시 비례골길 24,조례동 22복,전라남도 순천시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150917_183%2F1442458854786qrdfX_JPEG%2FSUBMIT_1442458819684_13346461.jpg
여행,순천시립뿌리깊은나무박물관,박물관,전남 순천시 낙안면 평촌3길 45,남내리 219복,전라남도 순천시,['https://www.suncheon.go.kr/nagan/page06/0001/0001/'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzEwMTFfMzMg%2FMDAxNjk2OTk0Mzg4NDEx.zKygl_BXwFc3qSAaS1v4AWusdPxXu1ofaveGz52lRYUg.z-jHYksU3clAtKLnhpNDV3dFDBFi0A1UXGc4-aZJHoog.JPEG%2F7845E109-A59A-4F1E-9985-BA4654B6CA56.jpeg
여행,송광사,"절,사찰",전남 순천시 송광면 송광사안길 100 불일서점,신평리 12복,전라남도 순천시,['http://www.songgwangsa.org/'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_180%2F14410136495032QYrp_JPEG%2F11664039_0.jpg
여행,반구대암각화,국보,산 울주군 언양읍 대곡리 산234-1,"우편번호
689803복",울산광역시 울주군,['https://www.ulsan.go.kr/s/bangudaepetroglyphs/main.ulsan'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20231014_22%2F1697289758424a3Xg5_JPEG%2Fbda6e7bd-6a94-11ee-89eb-d4f5ef5a9532_03.jpg
여행,윤동주유고보존가옥,"기념관,생가",전남 광양시 진월면 망덕길 249,망덕리 23복,전라남도 광양시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fmoment-phinf.pstatic.net%2FMjAyMjA4MThfMzUg%2FMDAxNjYwNzg5NTA0MzM1._auYJpdiGSrAz-mxR7d1mrz5jk4O9ARGF0RWxLfAe9Ig.nzt4IvOO5c3KWywOl1yFNCU7bbAlUA3z_aHDQ-mVnYAg.JPEG%2F98E401B5-0806-41E8-A326-B962C2CD2E6D.jpg
여행,광양매화문화관,전시관,전남 광양시 다압면 지막1길 21,도사리 377복,전라남도 광양시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA5MDlfMjEy%2FMDAxNjk0MjQ5MjcxOTQ2.AUC2JI8AwuZY6gzWll0KI5O0iU33Wu7tgkAfmB-9deUg.qTumMbI0lHQcNp2oZS5DHQyViwO8RIeaJfJ4-iia5Ksg.JPEG.mjymodel%2FKakaoTalk_20230909_174447234_04.jpg
여행,사선대,"문화,유적",전북 임실군 관촌면 사선2길 68-7 사선대 관리 사무소,관촌리 222복,전라북도 임실군,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzEwMjhfNTMg%2FMDAxNjk4NDkwNTQyNzEy.vYFOK2hQ-bannjsiMmP3MoLmqWQ7UpZYVWZyj0hJSfsg.xt10L8PiR2MXHlAMHXFYcVOkI4OcumBnGSbGkg1W_eAg.JPEG%2F1698490416437.jpg.jpg
여행,구리시고구려대장간마을,촬영장소,경기 구리시 우미내길 41,아천동 316-47복,경기도 구리시,['https://www.guri.go.kr/main/gbv'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_226%2F1441053764543OXyTi_JPEG%2F106078583949614_0.jpg
여행,초당동굴,동굴,,강원 삼척시 근덕면 금계리복,강원특별자치도 삼척시,[],
여행,광덕계곡,계곡,,강원 화천군 사내면 광덕리복,강원도 화천군,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_206%2F14410456992684PxJg_JPEG%2F13491901_0.jpg
여행,구드래나루터선착장,선착장,충남 부여군 부여읍 나루터로 72,구교리 420복,충청남도 부여군,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzA4MTNfNyAg%2FMDAxNTAyNTk0MTkwMzk3.sXroMuDxS6z36DbTKxuTl4pLyGPHty1vyGExqsRddPcg.Y_Mq8EW6dlqn8WUkfai5X-O8rQ7G0Y12daflDg0je_0g.JPEG.iamromy%2F%25C0%25AF%25B6%25F7%25BC%25B1_005.jpg%23930x620
여행,부여서동요역사관광지,"관람,체험",충남 부여군 충화면 충신로 616,가화리 275복,충청남도 부여군,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzEwMDlfMTMw%2FMDAxNjk2ODQ5MDMxNTE3.HAwozXc6bKwvrGMBvWauGbcWj8LPjsJl8cco8aoC0IEg.D1x4JIgsgxEgXCIIlWUUrwwJpSX6WZSjxZn_lbp0ytEg.JPEG.hskim2764%2F20230917%25A3%25DF132016.jpg
여행,뿌리공원,테마공원,대전 중구 뿌리공원로 79 뿌리공원,침산동 산34복,대전광역시 중구,['https://www.djjunggu.go.kr/hyo/index.do'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_173%2F1441020418048Aiy1L_JPEG%2F116361613874945_0.jpg
여행,중흥골드스파&리조트,"콘도,리조트",전남 나주시 다도면 나주호로 558-314,방산리 1449-4복,전라남도 나주시,['http://www.jhgoldresort.co.kr/'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171120_36%2F1511138881058J4Oig_JPEG%2F18buWITpKV6o0FkFAlkVS7uG.jpg
여행,나주영상테마파크 (운영 잠정 중단),촬영장소,전남 나주시 공산면 덕음로 450 주몽세트장,신곡리 산23-1복,전라남도 나주시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_281%2F1441004755072J1ULJ_JPEG%2F107076635677689_0.jpg
여행,나주박경중가옥,문화재,,전남 나주시 남내동복,전라남도 나주시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzEwMTJfMjEx%2FMDAxNjk3MDc0NzMyNDI1.Keuu8q79sLSbAkaBWv-1G7KnOye1Rt5LiN8pkKs5MS4g.T5Baz2M4V_sMi-jwcH1p2x04GaFSACidmHrMBaXzS_cg.JPEG.companyahn%2F%25B3%25B2%25C6%25C4%25B4%25DE%25B8%25DB_%25C0%25CC%25BE%25DF%25B1%25E2_%25C4%25DC%25BC%25AD%25C6%25AE_%25B8%25F0%25B9%25D9%25C0%25CF_%25BE%25C8%25B3%25BB%25C0%25E53.jpg
여행,배알도수변공원,"도시,테마공원",남 광양시 태인동 1632-13,"우편번호
545885복",전라남도 광양시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzEwMTdfMjE1%2FMDAxNjk3NTM5OTc3NzI1.A92USSduAuu_VsUsIs5I55I4lkWsOwOaW7YuYb3o4sog.0yCXrZa1osMB9kqZ5mGnY1FqfHXnDLZkNUZ_XoIZQxcg.JPEG%2F20231017_191643.jpg
여행,광양김시식지,"유적지,사적지",전남 광양시 김시식지1길 57-6,태인동 829-1복,전라남도 광양시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA5MDFfMzAw%2FMDAxNjkzNTM1MjI4MjQx.Ms846cuf6aUhioJ5MtZ8VMt__NCefyQBbQihxBKMZQYg.LoVPcww7nYd6CLPO1uv3PL2G0FJ6G4tpm8ZBBiPHLTwg.PNG.hotelelena%2Fimage.png
여행,다산초당,문화재,,전남 강진군 도암면 만덕리복,전라남도 강진군,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_282%2F14410145243307xFk9_JPEG%2F107165547739126_0.jpg
여행,백련사,"절,사찰",전남 강진군 도암면 백련사길 145 백련사,만덕리 246복,전라남도 강진군,['http://www.baekryunsa.net/'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_28%2F1441049284567FDhVn_JPEG%2F117170554073921_0.jpg
여행,평창백룡동굴,동굴,,강원 평창군 미탄면 마하리복,강원특별자치도 평창군,['http://pc.go.kr/cave'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180508_27%2F1525772802716uMev9_JPEG%2F%25F8%25AA_1000_2.jpg
여행,맹방해수욕장,"해수욕장,해변",,강원 삼척시 근덕면복,강원특별자치도 삼척시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_284%2F1441045553676BTGPv_JPEG%2F157155536976227_0.jpg
여행,녹진국민관광단지,"관람,체험",전남 진도군 명량대첩로 7,군내면 녹진리 산4-4복,전라남도 진도군,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20231001_201%2F1696094490745z9Ul0_JPEG%2Fcb178798-5fb5-11ee-89eb-d4f5ef5a9532_03.jpg
여행,어린이교통공원,공원,,광주 북구 오룡동복,광주광역시,[],
여행,국립광주과학관,과학관,광주 북구 첨단과기로 235,오룡동 1-6복,광주광역시,['www.sciencecenter.or.kr'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210513_150%2F1620872094839Sr9Rl_JPEG%2FNYA7FkmpULO0jnm1V7zIP3uB.jpg
여행,국립광주박물관,박물관,광주 북구 하서로 110,매곡동 430복,광주광역시,['gwangju.museum.go.kr'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170915_113%2F1505455502177NhaJx_JPEG%2FYPWbdhKbRz_HZeCCBDYI2Phe.jpg
여행,역사문화공원,근린공원,광주 광산구 왕버들로 331,신창동 1173-2복,광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fmoment-phinf.pstatic.net%2FMjAyMjExMjZfMjU0%2FMDAxNjY5NDQ1ODM5MDE3.6TYzQj2v9K_s7_bRUq27y452a7Kn6y2NhmCOgAgzQO4g.E2eDqScRbUMypJN8ITG7EztrUsAZQ_VtYchJskDz3Wkg.JPEG%2Fd9d4602b-aab3-4864-9761-42124c22b519.jpg
여행,푸른길공원,근린공원,주 동구 계림동 730,"우편번호
501080복",광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fmoment-phinf.pstatic.net%2FMjAyMzA1MzBfMTYz%2FMDAxNjg1NDQwMTAyNTQ0.516i9rRmSy8IeFMgpLNBSBLixsKFozjE2D-yhlYtB9Ug.EOpUwlo_Jc2XseU_G52XLV935xTBy9L3srWjvQkyAHgg.JPEG%2F28273851-79d9-47aa-9613-9e4978b6d6b4.jpg
여행,운남동근린공원,근린공원,광주 광산구 목련로 156,운남동 799-1복,광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzEwMDJfMjA5%2FMDAxNjk2MjU2NzQ4ODE4.cu2RT_ER7ztIUMHdqKvxGPn3RmDZTO8GWWM42TmAfEwg.q1CTQfNoZVFwl7Ixh2TihpBqaapG4Dm7CVFDrB7rhxsg.JPEG%2F20230921_165544.jpg
여행,충주탄금공원,테마공원,충북 충주시 남한강로 46,금릉동 600복,충청북도 충주시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20231017_263%2F169752408532679cHO_JPEG%2F53c4118c-6cb6-11ee-ac75-48df379ccacc_03.jpg
여행,오수의견관광지,"관람,체험",북 임실군 오수면 금암리 252-3,"우편번호
566892복",전라북도 임실군,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA0MTdfMjE3%2FMDAxNjgxNjk0NzQyMDY1.09I8b0-VLUTt3NEU-G_iuE-sxpL4LhBrfQlnCHW2qRog.PCTCWsQz2a9cuDXylzq9orfYmblSoXsjPxs0-iw8jHMg.PNG.nanum_in%2F01.png
여행,평창돌문화체험관,"체험,홍보관",강원 평창군 바위공원길 111,평창읍 중리 15-3복,강원특별자치도 평창군,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA4MjlfMjc3%2FMDAxNjkzMjg5MDcwMDQ5.TQHcOAHZaAFnHHEaUbi2zEDuakafKS63iYXjSzGo2v0g.5ljY4QUOWtEi1uSOBx7a8HmVFrOSO7kv7qgCcAE65r0g.JPEG%2F20230825_160605.jpg
여행,장호해수욕장,"해수욕장,해변",,강원 삼척시 근덕면복,강원특별자치도 삼척시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_81%2F1441045706710qz1PB_JPEG%2F157155536977524_0.jpg
여행,속초해수욕장,"해수욕장,해변",,강원 속초시 조양동복,강원도 속초시,['http://www.sokchotour.com'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_118%2F1440992297003ljlnp_JPEG%2F157155537020287_0.jpg
여행,한화리조트 설악 쏘라노,"콘도,리조트",강원 속초시 미시령로2983번길 111,장사동 24-1복,강원도 속초시,['http://www.hanwharesort.co.kr'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171128_231%2F1511838979846lsYP4_JPEG%2F___IMG_6934_%2528%25A1%25C0%2529.jpg
여행,경암근린공원,근린공원,광주 광산구 하남대로54번안길 133,하남동 663복,광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzEwMjhfMTY1%2FMDAxNjk4NDk4NTIwNzcx.HOeD9FGMoxAIgIa1zyCrAP7K2nvY4zV6XtyL3f89a4Ag.wQu3rh0GD-ANF-1tCrlnVglsnUcrT6RvfOZ1doMOrsQg.JPEG%2F20231028_135748.jpg
여행,무양서원,"문화,유적",광주 광산구 산월로21번길 26,월계동 535-2복,광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fmoment-phinf.pstatic.net%2FMjAyMjEyMDJfMjM0%2FMDAxNjY5OTM4MTY5MTMz.weoZI9zgJF0UYEkIgOqRW-tf4bfKmi5W1K-x7_Atdz4g.L3FsZl_hW3FJoiiRVPQAc6xa6WKNFkoGz69sNDDRDdIg.JPEG%2FD747851C-AEE7-4BD4-A932-46BAA93AD25D.jpg
여행,용아생가,"기념관,생가",광주 광산구 소촌로46번길 24,소촌동 363-1복,광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA3MzFfMTQx%2FMDAxNjkwNzMyODkxODI4.kvkhHNh4Tcj4fwlsMan6-XnGfeL73g-ZTIVMN8UcvCwg.jYJaDl_xI3IsUWNA5uT-Lhmb6lm_Qr7ITJzXmI15LSwg.JPEG.marinblue666%2FIMG_6482.JPG
여행,1913송정역시장,시장,광주 광산구 송정로8번길 13,송정동 990-18복,광주광역시,['http://www.comeon.gwangsan.go.kr/guest/ssMarket/main/index.nbz'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODA3MTFfMjU4%2FMDAxNTMxMjg3NzkwNjUw.A74zcI6NzRz2So8YiYFmV6UAFLxuSVp3v7uYONqNZFog.ifoEixqhgO7JGFyqlj7cbDzKsjywzZf3Ahg2lIF1LQ0g.JPEG.yjoshjh%2FIMG_7124.JPG%23900x600
여행,경장각,기념물,광주 광산구 용아로 460,흑석동 206복,광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTA3MTJfMjU2%2FMDAxNjI2MDc3MjQ2Nzc4.vegc2NOsHZ77giROAFxIlTSBNaSNqddKrxyDiv9rlYMg.HPLD48LNaatPLWmLB1A_NvAbzENG63z-gRS7O3_S6GIg.JPEG.gooddas88855%2FKakaoTalk_20210712_160136775_12.jpg
여행,양림문화역사마을,"거리,골목",,광주 남구 양림동복,광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA5MDdfMjI1%2FMDAxNjk0MDg2NjQyMDAx.q_ANqg0IIyNymTeQ6koo8VDue9wkLeG5WUKJgkK9o-kg.rM-CSIFV09znp4uJDwnmU5D3dPKGSuJYdObtGSeBBMYg.JPEG.hhs9283%2F20230901%25A3%25DF155147.jpg
여행,부용정,문화재,,광주 남구 칠석동복,광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA5MjlfMTg2%2FMDAxNjk1OTQwMTM4MDYy.ILFaTSdeNLiNnDxVZGbP6U4PpmonHH173UUfDYxdQFcg.l3TpXvcsD8uSJOIorv4fxKFdHTAgJk_iURVZhd_ujuAg.JPEG%2F20230204_192453.jpg
여행,구곡폭포,폭포,강원 춘천시 남산면 강촌구곡길 254,강촌리 432복,강원특별자치도 춘천시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_196%2F14409922880160wiId_JPEG%2F11491586_0.jpg
